tokens	labels
['ie', 'bereit;', 'des', 'erziugẹt', 'er', 'grôze', 'manheit.', 'în', 'muoter,', 'vrouwẹ', 'Flôrîe,', 'stuont', 'mit', 'grôzem', 'jâmer,', 'sô', 'die', 'tuont', 'den', 'grôz', 'herzeleit']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['nam', 'ir', 'wol', 'mit', 'zühten', 'war', 'manc', 'juncfrouwe', 'wol', 'gevar.', 'Dô', 'Gâwân', 'enbizzen', 'was', '(ich', 'sage', 'iu', 'als', 'Kyôt', 'las),', 'durch']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O']
['enbæren,', 'ob', 'si', 'in', 'ir', 'hazze', 'wæren.', 'Mahumet', 'und', 'Tervagant,', 'Kâhûn,', 'swie', 'si', 'wâren', 'genant,', 'al', 'der', 'heidenschefte', 'gote,', 'ûf', 'dem']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['zû', 'von', 'allen', 'landen,', 'unde', 'bedwinge', 'die', 'ze', 'mînen', 'handen.&apos;', 'Diz', 'sazte', 'man', 'dô', 'allez', 'an', 'einen', 'brief,', 'daz', 'was', 'dem']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['giht', 'mîn', 'munt.', 'ich', 'tuon', 'ouch', 'mêre', 'von', 'im', 'kunt.', 'Artûses', 'hof', 'was', 'ein', 'zil,', 'dar', 'kom', 'vremder', 'liute', 'vil,', 'die']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['des', 'diu', 'süeze', 'Gyburc', 'wol', 'genôz.', 'dô', 'sprach', 'Bernart', 'von', 'Brubant:', '‘ob', 'ich', 'helfeclîche', 'hant', 'mit', 'gâbe', 'oder', 'in', 'strîte', 'ie']	['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['diu', 'ist', 'dritte', 'labe', 'der', 'sele.', 'Beati', 'qui', 'esuriunt', 'Sepultura', 'S&amp;lt;piritus>', 'fortitudinis', 'n', 'dri', 'wis', 'meinen', 'wir', 'daz', 'brot.', 'salige', 'die']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['komen', 'sî,', 'der', 'ie', 'was', 'missewende', 'frî,', 'sît', 'er', 'von', 'Tschanfanzûn', 'geschiet,', 'op', 'sîn', 'reise', 'ûf', 'strît', 'geriet,', 'des', 'jehen', 'diez']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['die', 'vuortẹ', 'man', 'mit', 'einander', 'dan', 'bî', 'der', 'naht', 'ze', 'Korntîn;', 'si', 'wolden', 'ouch', 'zer', 'messe', 'sîn', 'dâ', 'der', 'helt', 'gekrœnet']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ir', 'süeze', 'wirt', 'vil', 'ofte', 'sûr.', 'îâl,', 'der', 'künic', 'von', 'Jeraphîn,', 'gap', 'die', 'lieben', 'vrouwen', 'sîn', 'im', 'ze', 'stæte', 'nâch', 'ir']	['O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ersehen,', 'des', 'mac', 'mîn', 'herze', 'unsanfte', 'jehen.', 'mîn', 'werder', 'got', 'Kâhûn', 'wol', 'weiz,', 'sîn', 'dienstman', 'Matribleiz', 'wart', 'zer', 'vluht', 'nie', 'geborn.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']
['des', 'künịges', 'hûs.', 'der', 'vil', 'getriuwe', 'Artûs,', 'sîn', 'wîp,', 'vrou', 'Ginovêre,', 'und', 'ander', 'vrouwen', 'mêre', 'die', 'kômen', 'ûf', 'den', 'helfant,', 'dâ']	['O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['gotes', 'namen', 'den', 'reinen', 'gotes', 'lîchamen.', 'dô', 'got,', 'der', 'heilige', 'Krist,', 'der', 'al', 'der', 'welte', 'lœser', 'ist,', 'durch', 'uns', 'daz', 'menschlîche']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['mûste', 'in', 'wol', 'ûz', 'sceiden,', 'wande', 'Alexander', 'was', 'ein', 'heiden.', 'Nû', 'sprechent', 'bôse', 'lugenâre,', 'daz', 'er', 'eines', 'goukelâres', 'sun', 'wâre.', 'di']	['O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['trûrikheit', 'vergaʒ.', 'den', 'walt', 'nante', 'man', 'durch', 'daz', 'Behforet,', 'den', 'Schœnen', 'walt.', 'sîn', 'gezierde', 'was', 'sô', 'manicvalt,', 'des', 'uns', 'diu', 'sage']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['vümfte', 'schar', 'rief', 'Tandarnas:', 'der', 'schêtîs', 'âne', 'lant', 'noch', 'was.', 'Nû', 'kom', 'geloufen', 'Rennwart,', 'ê', 'daz', 'si', 'gein', 'ir', 'strîtes', 'vart']	['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['mac', 'diu', 'frouwe', 'sîn?&quot;', 'si', 'sprach', '&quot;daz', 'ist', 'diu', 'herzogîn', 'Von', 'Lôgroys,', 'diu', 'clâre.', 'wem', 'kumt', 'si', 'sus', 'ze', 'vâre?', 'der']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['an', 'iu,', 'der', 'hât', 'geteilet', 'sich', 'in', 'driu:', 'Kaldêî,', 'Kriechen,', 'Egyptiî.', 'den', 'ist', 'gar', 'sunderleben', 'bî,', 'die', 'alle', 'sunder', 'sich', 'verstânt']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['der', 'hof', 'dâ.', 'vil', 'grôz', 'scade', 'daz', 'si', 'Alexander', 'zebrach', 'durch', 'sîn', 'ubermûtecheit.', 'siu', 'was', 'einer', 'mîle', 'breit.', 'er']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['wizzen', 'wâ', 'diu', 'stêt,', 'ze', 'arbeit', 'ez', 'uns', 'lîhte', 'ergêt.&quot;', 'Gynovêr', 'bat', 'Artûsen', 'sô', 'dês', 'Segramors', 'wart', 'al', 'vrô.', 'dô', 'sim']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']
['jagt,', 'vil', 'küener', 'helde', 'unverzagt.', 'Hie', 'hât', 'mangen', 'Bertûn', 'roys', 'Utrepandragûn.', 'ein', 'mære', 'in', 'stichet', 'als', 'ein', 'dorn,', 'daz', 'er', 'sîn']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['tâten', 'sarjande,', 'die', 'vil', 'wênc', 'er', 'bekande:', 'etslîcher', 'was', 'ein', 'Franzeys.', 'sîn', 'ors', 'daz', 'der', 'templeys', 'gein', 'im', 'zer', 'tjoste', 'brâhte,']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['daz', 'er', 'gein', 'Gorhanden', 'streit', 'und', 'Vîvîansen', 'lôste', 'dan.', 'der', 'Franzoysære', 'vümf', 'man', '(daz', 'wâren', 'grâven', 'rîche),', 'die', 'kômen', 'rîterlîche.', 'die']	['O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['bîspel', 'von', 'den', 'sünden,', 'dâ', 'wîste', 'gotes', 'wort', 'mich', 'an:', 'Hundert', 'schâf', 'hâte', 'ein', 'man,', 'in', 'der', 'wüeste', 'er', 'einez', 'vlôs.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ime', 'maht', 'unt', 'sin', 'mêre', 'den', 'ainem', 'andren', 'drîn.', 'Nû', 'vernemt,', 'wie', 'sich', 'Alexander', 'vur', 'nam:', 'swâ', 'sô', 'ein', 'frumich']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']
['daz', 'si', 'nâmen', 'gelîche', 'phliht', 'der', 'vlüstebæren', 'geschiht', 'diu', 'ûf', 'Aliscanz', 'geschach.', 'diu', 'künegîn', 'Gyburc', 'gesach', 'manigen', 'ungevüegen', 'stoup,', 'daz', 'der']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']
['ein', 'grôʒ', 'gâbe', 'niht', 'dâ', 'man', 'sich', 'triuwen', 'niht', 'versiht.', 'Nu', 'grîfen', 'wider', 'an', 'daʒ', 'liet.', 'diu', 'künigîn', 'vermeit', 'niet', 'siun']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['vergulte', 'niht', 'daz', 'drinne', 'lac:', 'als', 'tæte', 'der', 'katolicô', 'von', 'Ranculat:', 'dô', 'Kriechen', 'sô', 'stuont', 'daz', 'man', 'hort', 'dar', 'inne', 'vant,']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['knappen', 'krîe.', '&quot;fîâ', 'fîâ', 'fîe,', 'fî', 'ir', 'vertânen!', 'zelent', 'si', 'Gâwânen', 'und', 'ander', 'dise', 'rîterschaft', 'gein', 'werdeclîcher', 'prîses', 'kraft,', 'und', 'Artûs']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B']
['ouch', 'ein', 'leit,', 'niht', 'al', 'der', 'liute,', 'ist', 'uns', 'geseit.', 'Nu', 'sult', 'ir', 'alle', 'gedenken', 'des:', 'von', 'welhem', 'dinge', 'oder', 'wes']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['inne', 'veiles', 'læge?', 'derz', 'mit', 'gelte', 'widerwæge,', 'der', 'bâruc', 'von', 'Baldac', 'vergulte', 'niht', 'daz', 'drinne', 'lac:', 'als', 'tæte', 'der', 'katolicô', 'von']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['hân', 'mit', 'solher', 'klage.&quot;', 'dô', 'gie', 'an', 'dem', 'andern', 'tage', 'Avenier,', 'der', 'rîche', 'man,', 'ûf', 'den', 'palas', 'wider', 'dan.', 'sîn', 'kint']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ân', 'ende', 'zer', 'krefteclîchen', 'hende', 'diu', 'die', 'helleporten', 'brach,', 'der', 'Adâm', 'urlœsunge', 'jach', 'und', 'sîner', 'nâchkomen', 'genuoc.', 'durh', 'die', 'selben', 'hant']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['fuogt', 'im', 'sîn', 'wîp.', 'dirre', 'varwe', 'truoc', 'gelîchen', 'lîp', 'von', 'Pelrapeir', 'diu', 'künegin:', 'diu', 'zuct', 'im', 'wizzenlîchen', 'sin.', 'sus', 'hielt', 'er']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['in', 'alze', 'lange', 'dâ:', 'wenne', 'suln', 'si', 'freude', 'sprechen', 'jâ?', 'Neve,', 'nu', 'wil', 'ich', 'sagen', 'dir', 'daz', 'du', 'maht', 'wol', 'gelouben']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['dâ', 'gevangen', 'was,', 'daz', 'mans', 'im', 'brâhte', 'ûf', 'bluomen', 'gras', 'Vür', 'Heimrîches', 'preimerûn:', 'der', 'behielt', 'se', 'sîme', 'sun.', 'Willelm', 'der', 'markîs']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O']
['der', 'gnâden', 'tage', 'nâch', 'der', 'wîssagen', 'sage.', '\xa0\xa0\xa0û', 'wuohs', 'der', 'Juden', 'grôzer', 'nît', 'gên', 'Kristes', 'lêre', 'zaller', 'zît:', 'sie', 'leiten', 'im']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']
['er', 'küssen', 'dise', 'zwêne.', 'nu', 'was', 'ouch', 'frouwe', 'Bêne', 'mit', 'Gâwân', 'dar', 'gegangen:', 'diu', 'wart', 'dâ', 'wol', 'enpfangen.', 'Der', 'wirt', 'niht']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['von', 'Persyâ', 'in', 'maneger', 'zungen', 'sprâche', 'aldâ', 'wart', 'beklagt', 'ouch', 'Tesereiz,', 'Pînel', 'und', 'Poufameiz', 'und', 'der', 'milte', 'Noupatrîs,', 'Eskelabôn', 'der', 'manegen']	['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'O', 'O']
['minne', 'ist', 'mir', 'sô', 'nôt.', 'nû', 'geruoche', 'mîn,', 'vil', 'reiner', 'Tôt.', 'ouwê', 'wie', 'wol', 'ich', 'arme', 'gezim', 'an', 'dînem', 'arme!', 'dû']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['was', 'grôz', 'und', 'swære.', 'man', 'sagt', 'von', 'ir', 'diu', 'mære,', 'Swen', 'dâ', 'erreichte', 'ir', 'wurfes', 'swanc,', 'der', 'strûchte', 'âne', 'sînen', 'danc.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ez', 'sûmte', 'in', 'harte', 'lange,', 'unz', 'er', 'si', 'verloschen', 'vant.', 'Si', 'was', 'swarz', 'als', 'ein', 'ander', 'brant.', 'nûne', 'ruochet,', 'was', 'si']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['rîterschaft', 'und', 'schœne', 'buhurdieren', 'mit', 'rîchen', 'banieren.', 'sus', 'wart', 'her', 'Gwîgâlois', 'ze', 'man', 'mit', 'rîterschefte', 'ûf', 'der', 'plân;', 'der', 'künic', 'hêt']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ritterlîche,', 'bî', 'Gâwân', 'si', 'werlîche', 'schein,', 'daz', 'diu', 'koufwîp', 'ze', 'Tolenstein', 'an', 'der', 'vasnaht', 'nie', 'baz', 'gestriten:', 'wan', 'si', 'tuontz', 'von']	['O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['der', 'wille', 'in', 'sînem', 'herzen', 'lac.', 'im', 'wart', 'gesagt,', 'ze', 'Baldac', 'wære', 'ein', 'sô', 'gewaltic', 'man,', 'daz', 'im', 'der', 'erde', 'undertân']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['an', 'mîner', 'frouwen,', 'ob', 'si', 'sie', 'alsus', 'sæhen', 'weinen', 'hie.&quot;', 'Artûs', 'sprach', '&quot;sint', 'ez', 'die', 'knabn,', 'diech', 'an', 'den', 'rinc', 'nâch']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['odr', 'mîn', 'lâzen.&quot;', 'mit', 'grôzer', 'zuht', 'sî', 'vor', 'im', 'stuont.', 'Gâwân', 'sprach', '&quot;frouwe,', 'iwer', 'muont', 'ist', 'sô', 'küssenlîch', 'getân,', 'ich', 'sol']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['nehein', 'marscalch', 'in', 'hûte.', 'wande', 'ez', 'erbîzet', 'ubele', 'unde', 'gûte.&apos;', 'Unt', 'diz', 'Alexander', 'vernam,', 'niwiht', 'er', 'ne', 'beite,', 'ê', 'er']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['schœne', 'gewuoc,', 'ir', 'glastes', 'schîn', 'vast', 'under', 'sluoc,', 'und', 'bêder', 'Isalden.', 'jâ', 'muose', 'prîses', 'walden', 'Condwîr_âmûrs:', 'diu', 'truoc', 'den', 'rehten', 'bêâ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']
['mûre', 'zû', 'der', 'erde,', 'diu', 'der', 'ie', 'dehein', 'solte', 'werden.', 'Dâ', 'was', 'daz', 'velt', 'vil', 'wît,', 'dâ', 'hûb', 'sich', 'der', 'bitteriste']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['im,', 'er', 'tet', 'in', 'wê.', 'ey', 'got', 'daz', 'dûs', 'verhanctes!', 'Hûnas', 'von', 'Sanctes', 'lac', 'von', 'sîner', 'hende', 'tôt.', 'von', 'wunden', 'harte']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['zuo', 'was', 'gemaht', 'guot', 'gesæʒe.', 'wie', 'ungern', 'ich', 'vergæʒe,', 'daʒ', 'Artiure', 'dem', 'künege', 'hêr', 'wart', 'gegeben', 'nie', 'mêr', 'diu', 'wirtschaft', 'noch']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['iuch', 'vor', 'wol', 'hân', 'bedâht.', 'hînte', 'was', 'diu', 'dritte', 'naht,', 'Franzoyser', 'hardieren', 'uns', 'kunde', 'wol', 'punieren', 'immer', 'swâ', 'diu', 'enge', 'was.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['delet,', 'Arderoch,', 'Amander', 'und', 'Ganatulander,', 'Lermebion', 'von', 'Jarbes,', 'fil', 'Mur,', 'Defemius', 'a', 'quatre', 'barbes.', 'nû', 'hân', 'ich', 'iu', 'genennet', 'gar', 'die']	['O', 'B', 'B', 'O', 'B', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['bræhte', 'in', 'ir', 'gebot.', 'sîn', 'sweher', 'hazzete', 'in', 'ân', 'nôt.', 'Ez', 'muoz', 'nu', 'walzen', 'als', 'ez', 'mac:', 'etswenne', 'ouch', 'hôhes', 'muotes']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ziwerm', 'teile', 'iwer', 'œheim', 'Artûs', 'von', 'eime', 'lande', 'daz', 'alsus,', 'Löver,', 'ist', 'genennet;', 'habt', 'ir', 'die', 'stat', 'erkennet,', 'Bems', 'bî', 'der']	['O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O']
['blic', 'durh', 'rost', 'gap', 'sölhiu', 'mâl', 'als', 'dô', 'den', 'jungen', 'Parzivâl', 'vant', 'mit', 'sîner', 'varwe', 'glanz', 'der', 'grâve', 'Karnahkarnanz', 'an', 'venje']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O']
['vartgenôʒ:', 'des', 'weges', 'si', 'lützel', 'verdrôʒ,', 'der', 'hin', 'gein', 'den', 'Bîgen', 'lac.', 'dô', 'wunscht', 'der', 'degen', 'al', 'den', 'tac,', 'daʒ', 'im']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['daz', 'er', 'den', 'rücke', 'kêrte', 'dem', 'der', 'in', 'sterben', 'lêrte.', 'Lâzâ', 'klingen!', 'waz', 'dâ', 'swerte', 'erklanc,', 'und', 'waz', 'dâ', 'viuwers', 'ûz']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['der', 'dâ', 'heizet', 'Lac.', 'daz', 'swert', 'gehalf', 'im', 'prîss', 'bejac.', 'Swerz', 'niht', 'geloubt,', 'der', 'sündet.', 'diu', 'âventiure', 'uns', 'kündet', 'daz', 'Parzivâl']	['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B']
['hosen', 'rôt', 'man', 'streich', 'an', 'in', 'dem', 'ellen', 'nie', 'gesweich.', 'Avoy', 'wie', 'stuonden', 'sîniu', 'bein!', 'reht', 'geschickede', 'ab', 'in', 'schein.', 'brûn']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['irslahent', 'si', 'des', 'fleisches', 'craft,', 'so', 'werdent', 'si', 'sa', 'sigehaft.', 'Spiritus', 'scientiȩ', '&amp;lt;Si', 'autem>', 'spiritu', 'facta', 'c&amp;lt;arnis>', 'm&amp;lt;ortificaveritis>,', 'vivetis', 'Sicut', 'resurrexistis']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['mîner', 'zît', 'an', 'prîse', 'vor', 'ûz', 'hânt', 'den', 'strît.', 'âne', 'Parzivâles', 'wîp', 'unt', 'ân', 'Orgelûsen', 'lîp', 'sone', 'erkenne', 'ich', 'ûf', 'der']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']
['niht', 'hœne.', 'diu', 'Josweizes', 'heres', 'kraft', 'und', 'Arofels', 'rîterschaft', 'und', 'Halzebiers', 'kobern', 'mohte', 'dô', 'niht', 'gobern', 'Die', 'getouften', 'an', 'der', 'zît.']	['O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['schône,', 'die', 'von', 'Samargône,', 'und', 'die', 'vürsten', 'gar', 'ûz', 'Persîâ.', 'Arofel', 'hât', 'si', 'dicke', 'aldâ', 'vil', 'rîterlîche', 'gelêret', 'daz', 'ir', 'prîs']	['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['swie', 'man', 'eʒ', 'versuohte,', 'daʒ', 'siu', 'des', 'alles', 'ruohte.', 'Dô', 'Kaiîns', 'vriundîn', 'misselanc,', 'mit', 'zühten', 'dô', 'her', 'für', 'dranc', 'Loifilol', 'der']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']
['sitzen', 'gân;', 'ûf', 'sînen', 'trôstlîchen', 'wân', 'klageter', 'im', 'sîn', 'ungemach.', 'Thêodas', 'mit', 'vreuden', 'sprach:', '&quot;gewalteclîche', 'sî', 'bereit,', 'herre', 'künec,', 'mit', 'sælekeit']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
